name = trisomy21
year = 1985
yname = weight
sex = female
distribution = LMS
citation = Down's syndrome centiles - Styles ME, Cole TJ, Dennis J, Preece MA. New cross sectional stature, weight and head circumference references for Down’s syndrome in the UK and Republic of Ireland. Arch Dis Child
publication = Down
[data]
X       L       M       S
0	    0.39	2.99	0.147
0.08	0.36	3.55	0.146
0.17	0.32	4.12	0.145
0.25	0.28	4.69	0.144
0.33	0.25	5.25	0.144
0.42	0.21	5.78	0.143
0.5	    0.18	6.26	0.142
0.58	0.15	6.71	0.142
0.67	0.12	7.10	0.141
0.75	0.09	7.47	0.141
0.83	0.07	7.79	0.141
0.92	0.04	8.09	0.140
1	    0.02	8.37	0.140
1.08	0.00	8.62	0.140
1.17	-0.02	8.86	0.140
1.25	-0.04	9.08	0.139
1.33	-0.06	9.29	0.139
1.42	-0.07	9.49	0.139
1.5	    -0.09	9.68	0.139
1.58	-0.11	9.87	0.139
1.67	-0.12	10.04	0.139
1.75	-0.13	10.21	0.139
1.83	-0.15	10.38	0.139
1.92	-0.16	10.54	0.139
2	    -0.17	10.70	0.139
2.08	-0.18	10.85	0.139
2.17	-0.19	11.01	0.139
2.25	-0.20	11.16	0.139
2.33	-0.21	11.32	0.139
2.42	-0.22	11.48	0.139
2.5	    -0.23	11.63	0.140
2.58	-0.25	11.79	0.140
2.67	-0.26	11.95	0.140
2.75	-0.27	12.11	0.140
2.83	-0.28	12.28	0.140
2.92	-0.29	12.44	0.140
3	    -0.30	12.61	0.141
3.08	-0.31	12.77	0.141
3.17	-0.32	12.94	0.141
3.25	-0.33	13.11	0.141
3.33	-0.34	13.28	0.142
3.42	-0.34	13.45	0.142
3.5	    -0.35	13.62	0.142
3.58	-0.36	13.79	0.142
3.67	-0.37	13.96	0.143
3.75	-0.38	14.13	0.143
3.83	-0.39	14.30	0.144
3.92	-0.40	14.47	0.144
4	    -0.40	14.64	0.144
4.08	-0.41	14.80	0.145
4.17	-0.42	14.97	0.145
4.25	-0.43	15.14	0.146
4.33	-0.43	15.31	0.146
4.42	-0.44	15.47	0.147
4.5	    -0.45	15.64	0.147
4.58	-0.45	15.81	0.148
4.67	-0.46	15.98	0.148
4.75	-0.47	16.14	0.149
4.83	-0.47	16.31	0.149
4.92	-0.48	16.48	0.150
5	    -0.48	16.65	0.150
5.08	-0.49	16.82	0.151
5.17	-0.49	16.99	0.152
5.25	-0.50	17.16	0.152
5.33	-0.50	17.33	0.153
5.42	-0.51	17.50	0.154
5.5	    -0.51	17.68	0.154
5.58	-0.52	17.86	0.155
5.67	-0.52	18.03	0.156
5.75	-0.52	18.21	0.157
5.83	-0.53	18.40	0.157
5.92	-0.53	18.58	0.158
6	    -0.53	18.77	0.159
6.08	-0.53	18.96	0.160
6.17	-0.54	19.15	0.161
6.25	-0.54	19.34	0.161
6.33	-0.54	19.54	0.162
6.42	-0.54	19.74	0.163
6.5	    -0.54	19.94	0.164
6.58	-0.54	20.14	0.165
6.67	-0.54	20.35	0.166
6.75	-0.54	20.57	0.167
6.83	-0.54	20.79	0.168
6.92	-0.54	21.01	0.169
7	    -0.54	21.23	0.170
7.08	-0.54	21.46	0.171
7.17	-0.54	21.70	0.172
7.25	-0.54	21.94	0.172
7.33	-0.54	22.18	0.173
7.42	-0.54	22.43	0.174
7.5	    -0.53	22.68	0.175
7.58	-0.53	22.94	0.176
7.67	-0.53	23.20	0.177
7.75	-0.52	23.46	0.178
7.83	-0.52	23.73	0.179
7.92	-0.51	24.00	0.180
8	    -0.51	24.27	0.181
8.08	-0.50	24.55	0.182
8.17	-0.50	24.83	0.183
8.25	-0.49	25.12	0.184
8.33	-0.49	25.41	0.185
8.42	-0.48	25.70	0.186
8.5	    -0.47	26.00	0.187
8.58	-0.46	26.30	0.188
8.67	-0.46	26.61	0.189
8.75	-0.45	26.91	0.190
8.83	-0.44	27.22	0.191
8.92	-0.43	27.54	0.192
9	    -0.42	27.85	0.193
9.08	-0.41	28.17	0.194
9.17	-0.40	28.49	0.194
9.25	-0.39	28.82	0.195
9.33	-0.38	29.14	0.196
9.42	-0.37	29.47	0.197
9.5	    -0.36	29.80	0.198
9.58	-0.35	30.13	0.198
9.67	-0.34	30.46	0.199
9.75	-0.33	30.79	0.200
9.83	-0.32	31.13	0.201
9.92	-0.30	31.46	0.201
10	    -0.29	31.80	0.202
10.08	-0.28	32.14	0.203
10.17	-0.27	32.49	0.204
10.25	-0.26	32.83	0.204
10.33	-0.25	33.18	0.205
10.42	-0.23	33.54	0.206
10.5	-0.22	33.89	0.206
10.58	-0.21	34.25	0.207
10.67	-0.20	34.61	0.207
10.75	-0.19	34.97	0.208
10.83	-0.18	35.33	0.209
10.92	-0.16	35.70	0.209
11	    -0.15	36.06	0.210
11.08	-0.14	36.43	0.210
11.17	-0.13	36.80	0.211
11.25	-0.12	37.18	0.212
11.33	-0.11	37.55	0.212
11.42	-0.10	37.92	0.213
11.5	-0.09	38.29	0.213
11.58	-0.08	38.66	0.214
11.67	-0.07	39.03	0.214
11.75	-0.06	39.40	0.215
11.83	-0.05	39.77	0.215
11.92	-0.04	40.14	0.215
12	    -0.04	40.50	0.216
12.08	-0.03	40.87	0.216
12.17	-0.02	41.23	0.217
12.25	-0.01	41.58	0.217
12.33	-0.01	41.94	0.217
12.42	0.00	42.29	0.218
12.5	0.01	42.65	0.218
12.58	0.01	42.99	0.218
12.67	0.02	43.34	0.219
12.75	0.02	43.68	0.219
12.83	0.03	44.02	0.219
12.92	0.03	44.36	0.220
13	    0.04	44.70	0.220
13.08	0.04	45.03	0.220
13.17	0.04	45.36	0.220
13.25	0.05	45.68	0.220
13.33	0.05	46.00	0.220
13.42	0.05	46.32	0.220
13.5	0.05	46.63	0.221
13.58	0.06	46.94	0.221
13.67	0.06	47.25	0.221
13.75	0.06	47.55	0.221
13.83	0.06	47.84	0.221
13.92	0.06	48.13	0.221
14	    0.06	48.42	0.221
14.08	0.06	48.70	0.221
14.17	0.06	48.98	0.221
14.25	0.07	49.25	0.221
14.33	0.07	49.52	0.221
14.42	0.07	49.78	0.220
14.5	0.07	50.04	0.220
14.58	0.07	50.29	0.220
14.67	0.07	50.54	0.220
14.75	0.07	50.79	0.220
14.83	0.07	51.03	0.220
14.92	0.06	51.26	0.220
15	    0.06	51.49	0.220
15.08	0.06	51.72	0.219
15.17	0.06	51.94	0.219
15.25	0.06	52.15	0.219
15.33	0.06	52.37	0.219
15.42	0.06	52.57	0.219
15.5	0.06	52.78	0.219
15.58	0.06	52.98	0.218
15.67	0.06	53.18	0.218
15.75	0.06	53.37	0.218
15.83	0.05	53.56	0.218
15.92	0.05	53.74	0.218
16	    0.05	53.92	0.217
16.08	0.05	54.10	0.217
16.17	0.05	54.27	0.217
16.25	0.05	54.45	0.217
16.33	0.05	54.61	0.216
16.42	0.05	54.78	0.216
16.5	0.04	54.94	0.216
16.58	0.04	55.10	0.216
16.67	0.04	55.26	0.216
16.75	0.04	55.42	0.215
16.83	0.04	55.57	0.215
16.92	0.04	55.72	0.215
17	    0.04	55.87	0.215
17.08	0.04	56.01	0.214
17.17	0.03	56.16	0.214
17.25	0.03	56.30	0.214
17.33	0.03	56.44	0.214
17.42	0.03	56.58	0.213
17.5	0.03	56.72	0.213
17.58	0.03	56.85	0.213
17.67	0.03	56.99	0.213
17.75	0.03	57.12	0.212
17.83	0.03	57.25	0.212
17.92	0.02	57.38	0.212
18	    0.02	57.51	0.212
18.08	0.02	57.64	0.211
18.17	0.02	57.76	0.211
18.25	0.02	57.89	0.211
18.33	0.02	58.01	0.211
18.42	0.02	58.13	0.210
18.5	0.02	58.26	0.210
18.58	0.01	58.38	0.210
18.67	0.01	58.50	0.210
18.75	0.01	58.62	0.209
18.83	0.01	58.74	0.209
18.92	0.01	58.85	0.209
19	    0.01	58.97	0.209
19.08	0.01	59.09	0.208
19.17	0.00	59.20	0.208
19.25	0.00	59.32	0.208
19.33	0.00	59.43	0.208
19.42	0.00	59.54	0.207
19.5	0.00	59.65	0.207
19.58	0.00	59.76	0.207
19.67	0.00	59.88	0.207
19.75	0.00	59.99	0.206
19.83	-0.01	60.10	0.206
