name = trisomy21
year = 1985
yname = weight
sex = male
distribution = LMS
citation = Down's syndrome centiles - Styles ME, Cole TJ, Dennis J, Preece MA. New cross sectional stature, weight and head circumference references for Down’s syndrome in the UK and Republic of Ireland. Arch Dis Child
publication = Down
[data]
X       L   M       S
0	    0.63	3.05	0.155
0.08	0.62	3.69	0.153
0.17	0.62	4.34	0.150
0.25	0.61	4.99	0.148
0.33	0.60	5.61	0.146
0.42	0.59	6.19	0.143
0.5	    0.58	6.71	0.141
0.58	0.58	7.16	0.140
0.67	0.57	7.57	0.138
0.75	0.56	7.93	0.137
0.83	0.55	8.24	0.136
0.92	0.54	8.53	0.135
1	    0.54	8.79	0.134
1.08	0.53	9.04	0.134
1.17	0.52	9.26	0.133
1.25	0.52	9.47	0.133
1.33	0.51	9.67	0.132
1.42	0.50	9.86	0.132
1.5	    0.50	10.04	0.132
1.58	0.49	10.21	0.132
1.67	0.49	10.38	0.132
1.75	0.48	10.54	0.131
1.83	0.47	10.70	0.131
1.92	0.47	10.85	0.131
2	    0.46	11.00	0.131
2.08	0.45	11.15	0.131
2.17	0.45	11.31	0.131
2.25	0.44	11.46	0.131
2.33	0.44	11.61	0.131
2.42	0.43	11.76	0.131
2.5	    0.42	11.91	0.132
2.58	0.42	12.06	0.132
2.67	0.41	12.22	0.132
2.75	0.40	12.37	0.132
2.83	0.39	12.52	0.132
2.92	0.39	12.68	0.132
3	    0.38	12.83	0.133
3.08	0.37	12.98	0.133
3.17	0.36	13.14	0.133
3.25	0.36	13.29	0.134
3.33	0.35	13.44	0.134
3.42	0.34	13.59	0.134
3.5	    0.33	13.75	0.135
3.58	0.32	13.90	0.135
3.67	0.31	14.05	0.136
3.75	0.31	14.20	0.136
3.83	0.30	14.35	0.137
3.92	0.29	14.51	0.137
4	    0.28	14.66	0.138
4.08	0.27	14.82	0.138
4.17	0.26	14.97	0.139
4.25	0.25	15.13	0.139
4.33	0.24	15.29	0.140
4.42	0.23	15.45	0.140
4.5	    0.22	15.60	0.141
4.58	0.21	15.76	0.142
4.67	0.20	15.92	0.142
4.75	0.19	16.09	0.143
4.83	0.18	16.25	0.144
4.92	0.17	16.42	0.145
5	    0.16	16.58	0.145
5.08	0.15	16.75	0.146
5.17	0.14	16.93	0.147
5.25	0.12	17.10	0.148
5.33	0.11	17.27	0.149
5.42	0.10	17.45	0.150
5.5	    0.09	17.63	0.151
5.58	0.08	17.81	0.151
5.67	0.06	17.99	0.152
5.75	0.05	18.17	0.153
5.83	0.04	18.36	0.154
5.92	0.03	18.54	0.155
6	    0.01	18.73	0.156
6.08	0.00	18.92	0.157
6.17	-0.01	19.12	0.159
6.25	-0.03	19.31	0.160
6.33	-0.04	19.51	0.161
6.42	-0.05	19.71	0.162
6.5	    -0.07	19.92	0.163
6.58	-0.08	20.13	0.164
6.67	-0.09	20.33	0.165
6.75	-0.11	20.55	0.167
6.83	-0.12	20.76	0.168
6.92	-0.13	20.97	0.169
7	    -0.15	21.19	0.170
7.08	-0.16	21.41	0.172
7.17	-0.17	21.63	0.173
7.25	-0.19	21.85	0.174
7.33	-0.20	22.07	0.176
7.42	-0.21	22.29	0.177
7.5	    -0.23	22.51	0.178
7.58	-0.24	22.73	0.179
7.67	-0.25	22.96	0.181
7.75	-0.26	23.18	0.182
7.83	-0.28	23.41	0.183
7.92	-0.29	23.64	0.185
8	    -0.30	23.87	0.186
8.08	-0.31	24.10	0.187
8.17	-0.33	24.33	0.189
8.25	-0.34	24.57	0.190
8.33	-0.35	24.81	0.191
8.42	-0.36	25.04	0.193
8.5	    -0.37	25.28	0.194
8.58	-0.38	25.53	0.195
